Region,Country,Business Unit,SP Outcome,SP Output,Thematic Area Category,Thematic Area,Content Area,Result Type,Narrative,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,1,4,Sexual reproductive health,Family planning,Programming,Extraordinary results,"The key FP Donors and Development Partners (DFID, BMGF, USAID, Clinton Health Access Initiative (CHAI) drafted an MOU outlining the long-term cost-share financing of FP Commodities with the Government gradually shifting to 100% domestic financing of contraceptives in order to increase GOK accountability on the fulfillment of its commitment.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,1,4,Sexual reproductive health,Family planning,Programming,Public-Private Partnerships,"The partnership between Kenya Medical Supplies Agency (KEMSA) and Coca-Cola Beverage Africa established in 2018 set directions and road map to ensure end to end visibility and ensure availability of FP commodities at the �last mile�. The PPP initiative optimized the Coca-Cola and KEMSA best practices to strengthen the FP supply chain: achieved interoperability between KEMSA LMIS and DHIS, linked web based Warehouse Management system, and decenralized commodity depots.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,1,4,Sexual reproductive health,Family planning,Programming,Innovation,"An electronic reporting system (FCDRR) was finalized and rolled out in 100 facilities in Homa Bay County. The system has contributed to improved data quality and data visibility whilst still maintaining good reporting rates. The results achieved are due to the simplicity of the tool which is mobile-based with embedded features such as multilevel approval, auto-fill options and interoperability with DHIS. The tool also is able to integrate the reporting of other essential commodities which makes it a system strengthening tool as well. The tool is being replicated in 53 Health Facilities in six sub-counties in Isiolo County and will be scaled up in 2020 and beyond based on lessons learned.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,1,4,Sexual reproductive health,Family planning,Partnership,Lessons learned,"Collaboration and Partnerships with other stakeholders provide an opportunity to leverage on capacities and enhances resource mobilization. This was observed in the Supply Chain Management where collaboration with Coca-Cola and KEMSA contributed to last-mile delivery capacity development. In addition, collaboration with USAID and DFID Partners contributed to the development of the training package for the pharmacists to provide DMPA-SC and other modern FP methods.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,1,5,Sexual reproductive health,EmONC,Programming,Lessons learned,Formation of quality improvement teams and specialized teams in health facilities contributes to reduction of maternal mortality - as seen in Migori county where they had a special team to manage Postpartum Haemorhage.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,6,Youth,Out of School CSE,Programming,Innovation,The Digital platform by Imara TV and the National Youth Service (NYS) provided the avenues to reach young people.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,6,Youth,Youth life skills,Programming,Innovation,"3,601 marginalized adolescent girls from Kibera informal settlements were reached with life skills education that build on their health, social and economic assets. This was realized through �talking boxes� (a confidential platform for sharing heath and other social concerns affecting adolescent girls) and �G-PENDE� (love yourself) safe space sessions held every Saturday.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Adolescent pregnancy,Programming,Best Practices,"UNFPA partnered with UNESCO and the National Council for Population and Development (NCPD) to strengthen multi-sectoral coordination and response to teenage pregnancy, an effort which culminated in the development of a government led response plan under the stewardship of NCPD. Additionally, the programme partnered with Kilifi Women Network and the County Government of Kilifi to convene �waridi awards� which recognized efforts of various players in the community who were giving adolescent mothers a second chance to continue with their education. A national dialogue and campaign will be rolled out in 2020 to step up efforts to end teenage pregnancy by 2030 in line with the country�s ICPD2525 commitments.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Youth policy leadership and participation,Programming,Difficult challenges,Competing government priorities affected the finalization of some of the policies earmarked for completion,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,8,Youth,Youth friendly health services,Programming,Innovation,"The country office also partnered with Imara TV (a UNFPA incubated innovation), Nailab and the Ministry of Health (MOH) to produce a series of 15 educative videos of 5 episodes each with integrated SRHR messages based on contemporary issues affecting young people. The videos which provide for experiential learning among adolescents and youth were produced by young creatives who were also able to secure income from the process. The videos were premiered at the ICPD25 Nairobi Summit and will be disseminated in 2020 through both online and offline platforms.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,8,Youth,Youth policy leadership and participation,Programming,Innovation,"The country office built the capacity of five youth-oriented innovations that were incubated with UNFPA support. This was realized through funding to facilitate product improvement and marketing, trainings and linkages with strategic partners. As a result, Genesis ( a sanitary towels production and incineration innovation) has been able secure partnerships with Safaricom, Parapet and Kenya Red Cross (dignity kits); Inteco Ari (a digital sanitary pads dispensing innovation with biometric capabilities) has re-developed and pre-tested its dispenser and is ready for roll out in 2020; Sophie Bot (an artificial intelligence application that automatically answers SRHR questions) are currently re-developing their platform having been sponsored for a training in China; Mum�s Village have been able to expand their online platform to reach 133,000 women and girls with help on matters of GBV and SRH; while Imara TV (an online TV platform that crowd sources and disseminates creative educative videos from young people) have been able to reach 94,850 young people with SRHR information through their platform.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,8,Youth,Youth policy leadership and participation,Partnership,One UN/Coordination/Joint Programming,The partnership with the UN Agencies under the UN Technical Working Group on Youth saw all UN agencies consolidate their inputs on the Kenya Youth Development Policy (2019) and jointly convene a youth dialogue with over 1200 young people during the international youth week.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Youth life skills,Programming,Difficult challenges,Lengthy process of contracting government implementing partners. This was evident with the State Department for Youth Affairs and Narok County who were unable to get resources in 2019 due to lengthy internal procedures in opening new accounts to facilitate the completion of the Implementing Partner Agreements (IPAs).,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Youth life skills,Programming,Lessons learned,Talking boxes are an effective safe space for adolescent girls to comfortably express their SRHR concerns and get appropriate help,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Out of School CSE,Programming,Lessons learned,Interactive SRHR educative videos based on day to day experiences of young people are an effective way of passing SRHR information and promoting conversations among young people as well as parents and other gate keepers,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,2,7,Youth,Out of School CSE,Programming,Lessons learned,Creating SRHR content with young people ensures that the content is in tandem with the realities and aspirations of young people and therefore adequately responsive to their unique needs.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,10,GBV,Men and boys,Programming,Best Practices,Supported the engagement of 100 men and boys through sports dialogues and festivals and highlighted was the role of men and boys in addressing FGM. The targeted men and boys committed to be champions of change. The men and boys have continued with the community dialogues among their peers at social gatherings.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,10,Harmful practices,Men and boys,Programming,Lessons learned,Engagement of men and boys is critical if we are to change social and gender norms. Men and boys as partners and allies ensures that gender equality is achieved and working with them to eliminate GBV and FGM has positive outcomes for women and girls.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Extraordinary results,"The country office provided technical and financial support for the first ever Regional Inter-Ministerial end FGM cross border meeting hosted by the Government of Kenya. The participants included ministers and representatives from the Federal Democratic Republic of Ethiopia, Republic of Kenya, Federal Republic of Somalia, United Republic of Tanzania and Republic of Uganda. The aim of the meeting was to strengthen coordination and cooperation to eliminate Female Genital Mutilation and in particular the cross-border dimensions. The meeting culminated in the signing of a declaration, which committed to among other issues, eliminate cross border FGM. As a result of the high level advocacy during the meeting, the five countries have developed a costed regional action plan, which will be rolled out in 2022.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Faith and Culture,Hosted high level forum for religious leaders and cultural elders drawn from 22 counties with a high prevalence of FGM; the leaders signed commitments affirming their support towards the implementation of the vision of the president to end FGM by 2022,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Faith and Culture,"Day of Zero Tolerance to FGM, the country office provided technical support for the signing of the Loita Declaration that saw maasai elders from the Loita clans of Kenya and Tanzania declare to end FGM in their communities and lift the curse that had been placed on women and girls who have not undergone FGM.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Innovation,"In order to accelerate efforts to end FGM, the JP supported facilitation of community dialogues on FGM and child marriage where 2,978 community members participated. As a result, a total of 1,326 (661 girls and 665 boys) were trained on life skills and mentorship in Narok, Baringo and Elgeyo Marakwet counties. During the same period, 661 girls participated in the Alternative Rites of Passage, which is a public declaration attended by parents, elders and community members and were awarded a certificate for participation and recognition in Baringo, Narok and Elgeyo Marakwet.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Difficult challenges,One of the major challenges that the country is trying to address is the lack of sufficient and adequate data on GBV and FGM including county specific data to inform programming and policy.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Difficult challenges,"There has also been an emerging trend of GBV and these are rise in the cases of femicide, teenage pregnancies, incest and defilement. The emerging trends of FGM include medicalization, cross border practice of FGM as well as FGM being done in secrecy.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Difficult challenges,"Another trend is the re-emergence of FGM in counties where the practice was on the decline. Due to societal pressure, married women and mothers are reverting back to FGM due to pressure from their families and the community.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Programming,Difficult challenges,Reintegration of the survivors into the community is slow as proper guidelines need to be developed and implemented.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Partnership,Lessons learned,The country has put in place an Intergovernmental consultative framework that provides a mechanism for consultation and cooperation between the national and county governments on issues of gender equality and women empowerment. Lack of coordination leads to duplication of interventions and can cause confusion and can lead to resistance among beneficiaries.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,3,12,Harmful practices,FGM,Partnership,Lessons learned,"Use of community led approaches ensures that communities own the process and interventions are culturally sensitive, which is critical for sustainability.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Census,Programming,Extraordinary results,"UNFPA provided technical assistance in making the decision on the approach to use acquiring of the tablets that were used during enumeration exercise. Kenya used two universities to locally assemble over 167,000 tablets used in mapping and enumeration during census and became the first country in Africa to locally assemble tablets and use them in a census. This has created jobs for youths and promoted innovation in the country.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Census,Programming,SSTC,"With support from UNFPA Country Office and ESARO and through south-south cooperation, Kenya hosted a total of 63 Independent Monitors/Peer Observers consisting of experts from Kenya, United Nations Agencies, and 28 census experts from statistics offices of Uganda, Botswana, Nigeria, Ethiopia, Democratic Republic of Congo, Ghana and Namibia. The team conducted independent monitoring of the census enumeration exercise in various parts of the country. The report produced was used during preparation of the census administrative report and will also be a reference for good practices and lessons in undertaking future censuses in the country and in the region. This exercise also enhanced south-south collaboration on census undertakings.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Tracking SDGs and the ICPD,Programming,Parliamentarians,"The President of Kenya presented 17 national commitments towards accelerating the implementation of the ICPD Programme of Action at the Nairobi Summit; the government also committed to progressively increase health sector financing to 15 percent of total budget, as per the Abuja declaration, by 2030.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,OEE,Programming,Difficult challenges,"During the beginning of the year, there bureaucratic delays within the National Treasury was experienced in opening the Special Deposit Account for Government Implementing Partners. This delayed disbursement of funds that lasted for about five months. Consequently, delaying implementation of the programme activities.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Census,Programming,Difficult challenges,"Insecurity and boundary related disputes in various parts of the country such as northern region and north rift valley region, resulted in delays in mapping exercise of the 2019 Kenya Population and Housing Census. In some instances, security for the census teams was increased resulting to additional cost of undertaking census exercise.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Tracking SDGs and the ICPD,Programming,Difficult challenges,Negative publicity on the agenda of Nairobi Summit on ICPD25 by Some sections of Church leaders and selected Civil Society Organizations through print and mass media created confusion among the public. This may have resulted to refusal to participate in the summit by members from these entities.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,OEE,Programming,Lessons learned,Early engagement with The National Treasury during the operationalization of the new Country Programme to ensure that all legal requirements such as opening of the Special Deposit accounts are complied with early enough avoid delays in disbursement of funds to government implementing partners.,,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Tracking SDGs and the ICPD,Programming,Lessons learned,"The ICPD agenda integrates all sectors of development. To deliver goals and targets of ICPD Programme of Action, a multi-sectoral approach is required in both planning and implementation of programmes/projects aimed at accelerating implementation of this actions.",,,,,,,,,,,,,,,,,,
ESA,Kenya,42100,4,13,Population data,Census,Programming,Lessons learned,Involvement of all relevant ministries and government departments in the census planning and implementation process led to smooth implementation of the census.,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,2,7,Youth,In school CSE,Programming,Difficult challenges,Lack of results based reporting on CSE interventions,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,2,7,Youth,In school CSE,Programming,Difficult challenges,Teachers strikes affected smooth implementation of the program ,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,2,7,Youth,In school CSE,Programming,Lessons learned,It is important to engage inspectorate schools principals and community in CSE interventions to ensure quality delivery of the subject,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,3,10,GBV,Men and boys,Programming,Lessons learned,Herd boys have been agents of change in the communities and have advocated for human rights including those of adolescents girls and women,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,3,11,GBV,GBV Response and Prevention,Programming,Lessons learned,There is a need to review registers to ensure that SGBV indicators are fully reflected within the different registers,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,3,12,Harmful practices,Youth policy leadership and participation,Programming,Best Practices,Youth Forums have been held to engage adolescents and youth on identitying harmful practices and advocationg for review of the Child Protection and Welfare Act 2011 to integrated sections on Child Marriage as per the SADC model on Child Marriage,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,3,12,Harmful practices,Social norms,Programming,Difficult challenges,In Lesotho many people in communities still do not see a problem in a child being married off therefore need for intensified interventions,,,,,,,,,,,,,,,,,,
ESA,Lesotho,42200,4,13,Population data,Population data: other,Programming,Leaving No One Behind/Reaching the Last Mile,"The country has limited experise on disability issues, this delayed consulted engagement",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,1,Sexual reproductive health,Family planning,Programming,Difficult challenges,Repositioning of FP as a national priority,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Obstetric fistula,Programming,Difficult challenges,The quality of fistula repair remains a challenge given that 90% of recruited cases are complicated cases. This is why UNFPA will focus from 2020 on quality over quantity.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,EmONC,Programming,Difficult challenges,"7% of functional BEmONC are priority BEmONCs. The operationalization of BEmONCs mainly depends on the availability and supply of the 7 signal functions. This process faces the challenges of the limited availability of tracer inputs due to the problem of marketing authorization by the Ministry of Health and resources necessary to transport them ""to the last mile"". Also the lack of confidence of the targets in these ""always empty"" centers for years means that it will still take time and strong awareness to regain this confidence.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,SRH in humanitarian settings,Programming,Difficult challenges,"In the area of __humanitarian response, UNFPA works in close collaboration with the �health� cluster for the reproductive health component, whose challenge remains the activation of the cluster under the impulse and the dynamism of the lead of the cluster. Likewise for the �protection� cluster for the VBG sub-cluster",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,EmONC,Partnership,Lessons learned,"Anticipating the request for authorization to market as soon as drug purchases are launched and prioritizing the operationalization of BEmONCs in regions where there are partners to support certain numbers of EmONC activity packages accompanied by community mobilization to encourage demand (management tools, routing of inputs, deployment of qualified health personnel.).",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,SRH in humanitarian settings,Programming,Lessons learned,"Regarding the humanitarian situation, faced with the various challenges of stimulating and revitalizing the clusters concerned, a strong involvement of management during the meetings of the clusters, close and intensive monitoring of the various publications of the responses brought some positive changes",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Family planning,Programming,Leaving No One Behind/Reaching the Last Mile,"114 districts were supplied with contraceptives using various means of transport (truck, plane, canoes, backpack, etc.) for the delivery of contraceptives at their level so as to leave no one behind",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Family planning,Programming,Leaving No One Behind/Reaching the Last Mile,"Implementation of 4 service offering strategies (fixed, mobile, advanced strategy, community-based distribution) for equitable access to FP services and in order to serve communities and the vulnerable population, especially those in remote / landlocked areas ",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Youth friendly health services,Programming,Difficult challenges,"Acceptance of all of the clauses and the operationalization of the RH / FP law for free access to information for all individuals, in particular adolescents and young people and quality RH / FP services",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Family planning,Programming,Difficult challenges,identification and implementation of innovative strategies in the creation of demand for RH / FP,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Youth friendly health services,Programming,Difficult challenges,"Once sensitized, young people hesitate to approach health centers because services are not adapted to their needs.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Youth friendly health services,Programming,Lessons learned,"In order to support the government partner in the operationalization of the young corners, it will be necessary to set up a system of sustainability of these structures",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,2,Sexual reproductive health,Youth friendly health services,Programming,Lessons learned,"So that young people in need of services are able to access adapted AFHS, it is necessary to set up health areas at the community level/youth spaces. The same is true for the effective collaboration between the Ministry of Youth and the Ministry of Health",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,3,Sexual reproductive health,Midwifery,Programming,Difficult challenges,The integration of international accreditation by the ICM and WHO of the initial training of midwives at institutional level remains a challenge.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,3,Sexual reproductive health,Obstetric fistula,Programming,Lessons learned,The multisectoral partnership on the fistula program with the approval of the Ministry of Health. Seize the opportunity of the presence of international surgeons in the International NGOs to train national surgeons.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,3,Sexual reproductive health,Midwifery,Programming,Lessons learned,"Involvement of the Ministry of Health in the accreditation process as ""midwife recruiters"" to make a plea to the Ministry of Higher Education for the acceptance of this accreditation.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,4,Sexual reproductive health,Family planning,Programming,Difficult challenges,National ownership and strengthening of follow-up activities to the initiatives implemented,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,4,Sexual reproductive health,Family planning,Programming,Lessons learned,It is important to clearly identify the key decision-makers to target and to have good advocacy documents with convincing and relevant arguments and evidence for tangible results.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,1,4,Sexual reproductive health,Family planning,Programming,Lessons learned,Monitoring / supervision activities must be strengthened at all levels for the success of the initiatives implemented,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,2,7,Youth,Youth life skills,Programming,Innovation,940 parents have become parental educators on ASRH through parent schools,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,2,7,Youth,Youth policy leadership and participation,Programming,Difficult challenges,The coordination mechanism for projects / programs carried out in favor of young people at decentralized level,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,2,7,Youth,Youth policy leadership and participation,Programming,Difficult challenges,The lack of operationalization of the Inter-Ministerial Youth Committee (CIMJ) with effective involvement of the authorities has not made it possible to have good coordination and monitoring of actions carried out in favor of young people,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,2,8,Youth,Youth policy leadership and participation,Programming,Difficult challenges,"As young peer educators are volunteers, a proportion of people lost to follow-up is noticed;",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,2,8,Youth,Youth policy leadership and participation,Programming,Lessons learned,See the possibility of further motivating young peer educators / thinking about a knowledge transfer system between new young peer educators and those who leave / organization of regular refresher sessions for young peer educators,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,9,GBV,GBV Response and Prevention,Programming,Difficult challenges,"Tackling GBV with a view to lasting change requires political will and a holistic intervention involving various actors. In the absence of effective coordination of aid and interventions, the actors work in silos. The integration of the fight against GBV in the draft of the Plan for the emergence of Madagascar as well as the commitment of the First Lady of Madagascar would improve this situation.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,9,GBV,GBV Response and Prevention,Programming,Lessons learned,High-level advocacy by the First Lady of Madagascar as a champion in the fight against GBV has accelerated the adoption of the specific law on gender-based violence,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,9,GBV,GBV Response and Prevention,Programming,Lessons learned,The collaboration of the CECJ with the National Police and Gendarmerie made it possible to reinforce the judicial care of the victims of GBV who decided to file a complaint and to fight against the impunity of the perpetrator.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,10,GBV,GBV Response and Prevention,Programming,Difficult challenges,"The prevalence of GBV remains unknown due to the culture of silence and the social norms that surround it. Consequently, the data is incomplete for planning the interventions and ensuring their intended impact. Strengthening awareness among communities would encourage collective awareness and reporting of GBV.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,10,GBV,GBV Response and Prevention,Resource Mobilization,Difficult challenges,A deeper commitment to predictable long-term funding is essential for transforming deep social norms and driving behavior change.,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,10,GBV,Men and boys,Programming,Difficult challenges,Involvement of men in the fight against GBV: a revitalization and more sustained action to raise awareness among men through groups of men,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,3,11,GBV,GBV Response and Prevention,Partnership,Lessons learned,"Anchoring the implementation of activities in technical education and vocational training establishments allows them to open up to other horizons and regional directors of technical education and vocational training to develop collaborations with other decentralized technical services and decentralized local authorities, as well as other partners such as ASOS.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,4,13,Population data,Population data: other,Programming,Difficult challenges,Setting up a data quality assurance mechanism for the data feedback circuit and timely availability,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,4,13,Population data,Population data: other,Programming,Lessons learned,Use of local expertise to finalize the drafting of the 17 thematic analysis plans initially planned for the beginning of the year,,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,4,13,Population data,Population data: other,Programming,Lessons learned,"The establishment of a dynamic database at the country office level was an essential step in enabling partners' managers to understand the importance of the availability of regularly updated budgetary and programmatic data for program monitoring and decision-making, and arouse their interest in providing data on time.",,,,,,,,,,,,,,,,,,
ESA,Madagascar,42400,4,13,Population data,Population data: other,Programming,Lessons learned,The involvement of all partners to define clear and realistic indicators and targets as well as to provide data is very important to ensure the effectiveness of program monitoring,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,ALL,ALL,OEE,OEE,Programming,Difficult challenges,Malawi went through tripartite elections and soon after the results the country has had political unrest. This resulted in cancellation of programme activities whenever demonstrations were happening for security reasons.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,1,2,Sexual reproductive health,SRH in humanitarian settings,Resource Mobilization,Difficult challenges,Focus of humanitarian response-cyclone IDAI/Keneth - budget revisions were done to free some resources to enable an effective humanitarian response.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,1,2,Sexual reproductive health,SRH,Programming,Difficult challenges,Post elections political environment negatively affected/delayed implementation of some few activities. ,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,1,4,Sexual reproductive health,Family planning,Partnership,Difficult challenges,The Logistics Management Information System does not regulary generate consumption to user data,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,1,4,Sexual reproductive health,Family planning,Partnership,Difficult challenges,Internet interuptions and staff absentisms from government counterparts has been exacerbated with political demonstrations.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,1,4,Sexual reproductive health,Family planning,Programming,Lessons learned,Continous knowledge sharing and enhancing capacity of health workers on modern family planning sustains demand with potential to reduce the unmet ned for family planning amongst women of reproductive age.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,2,7,Youth,Out of School CSE,Programming,Difficult challenges,High turnover of staff in government institutions derails programme activities as it requires continuous training of the new personnel.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,2,7,Sexual reproductive health,Men and boys,Programming,Lessons learned,Boys have SRHR issues that require attention while addressing girl�s vulnerability.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,2,8,Youth,Youth policy leadership and participation,Programming,Parliamentarians,"Advocacy meeting with youthful Members of Parliament � In collaboration with National Youth Council of Malawi, the youth programme supported an advocacy meeting whereby 23 members of parliament (20m, 3f) ages 40 below participated the meeting. The main objective of the meeting was to lobby with the MPs to formulate a Parliamentary Youth Caucus. The Parliamentarians unanimously agreed to meet the Speaker of Parliament to get a nod on the issue. Considering that over 51% of the population of Malawi are people below the age of 18; the main aim of forming a youth caucus is to advocate for youth issues and allocate more resources towards issues that affect young people.",,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,3,12,Harmful practices,Social norms,Programming,Lessons learned,"It is possible to reduce early marriages/ teenage pregnancies, the spread of STIs and drug and substance abuse in focused districts if community leaders, parents and youth start working together to enforce by-laws which are there to protect the youths.",,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,3,12,Harmful practices,Social norms,Programming,Faith and Culture,"An advocacy with female chiefs and spouses of chiefs together with community initiators (80 in total) from the districts of Dedza, Mchinji, Mangochi, Dowa, Ntchisi; Nkhotakota, Ntchewu and Kasungu were trained on various gender related Laws and their application so that they also are well informed on GBV and respond accordingly when issues occur. The main emphasis was on their linkage with service providers and also their conscietisation of adolescent girls on Gender equality and GBv prevention including ending child marriages. The training provided the much needed environment to amplify the efforts and strategies implemented by traditional leaders to end child marriages and other harmful practices; and also strengthen and improve community feedback mechanisms in prevention of HP and the promotion and adoption of positive social norms and practices on gender equality and women�s and girls empowerment.",,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,3,12,Harmful practices,Social norms,Programming,Difficult challenges,Traditional and harmuful cultural practices that are deep rooted and embeded in life styles of boys and girls at their onset gender relations remain a challenge to resolve systematically. Districts with high GBV pevalence have been ear marked for interventions in the joint Spotlight Initiative.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,4,13,Population data,Census,Programming,Difficult challenges,"While the digital census speeded up the release of the preliminary report and subsequently the main report, it can not speed up the release of the rest of the census reports and implementation of the rest of the post census activities.",,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,4,13,Population data,Census,Programming,Difficult challenges,The schedule for release of 17 thematic reports (previously scheduled to be completed in October 2019) was unrealistic and placed the NSO under tremendous pressure.,,,,,,,,,,,,,,,,,,
ESA,Malawi,42500,4,13,Population data,Census,Programming,Lessons learned,Data systems development and localisation of data can be a very challenging area and will require UNFPA to mobilise adequate technical assistance to unblock the process of data localisation including procurement and development of tools for dissemination of census results.,,,,,,,,,,,,,,,,,,
ESA,Mozambique,42900,ALL,ALL,OEE,OEE,Programming,Lessons learned,"One of the major constraints faced by Mozambique during the emergency was the shortage of qualified staff to respond to the crisis. Current hiring modalities, including the use of Fast Track Procedures (FTP), were not fully useful to respond to the recruitment needs of the country office at country level. The country office identified a series of recommendations that could be useful to prepare for next emergency and have adequate capacity to respond to emergencies (i.e., develop SOPs for the use of the FTPS, and more flexibility in adjusting qualifications for Temporary Appointments, including exemption of master degree for national staff).",,,,,,,,,,,,,,,,,,
ESA,Mozambique,42900,1,1,Sexual reproductive health,SRH in humanitarian settings,Programming,Difficult challenges,"UNFPA operations in Mozambique suffered substantial challenges in 2019, mainly due to external factors such as the continuation of the  financial crisis that exerted pressure on the public health sector",Mozambique,42900,,,,,,,,,,,,,,,,
